timestamp_iso,timestamp_unix,source_addr,sequence,node_id,n_antennas,n_subcarriers,frequency_mhz,rssi_dbm,noise_floor_dbm,mean_amplitude,rms_amplitude,smoothed_amplitude,amplitude_count
2026-07-23T20:55:07.082+05:30,1784820307.082818,192.168.1.11:59574,157504,1,1,192,2432,-71,-96,13.986481,17.771114,14.807730,192
2026-07-23T20:55:07.110+05:30,1784820307.110945,192.168.1.11:59574,157505,1,1,192,2432,-70,-96,14.079242,17.677375,14.762199,192
2026-07-23T20:55:07.145+05:30,1784820307.145055,192.168.1.11:59574,157506,1,1,192,2432,-70,-96,14.217991,18.095522,14.730187,192
2026-07-23T20:55:07.162+05:30,1784820307.162232,192.168.1.11:59574,157507,1,1,192,2432,-70,-96,14.208945,18.378684,14.701229,192
2026-07-23T20:55:07.190+05:30,1784820307.190228,192.168.1.11:59574,157508,1,1,192,2432,-71,-96,24.528494,30.612838,15.218454,192
2026-07-23T20:55:07.206+05:30,1784820307.206109,192.168.1.11:59574,157509,1,1,192,2432,-69,-96,14.187880,17.962780,15.166925,192
2026-07-23T20:55:07.230+05:30,1784820307.230792,192.168.1.11:59574,157510,1,1,192,2432,-69,-96,14.094226,18.312393,15.115844,192
2026-07-23T20:55:07.263+05:30,1784820307.263597,192.168.1.11:59574,157511,1,1,192,2432,-71,-96,14.276875,18.050133,15.077709,192
2026-07-23T20:55:07.305+05:30,1784820307.305226,192.168.1.11:59574,157512,1,1,192,2432,-71,-96,14.327122,18.270821,15.045075,192
2026-07-23T20:55:07.330+05:30,1784820307.330261,192.168.1.11:59574,157513,1,1,192,2432,-70,-96,14.010405,18.397520,15.001964,192
2026-07-23T20:55:07.366+05:30,1784820307.366430,192.168.1.11:59574,157514,1,1,192,2432,-70,-96,14.052120,18.436829,14.963970,192
2026-07-23T20:55:07.388+05:30,1784820307.388451,192.168.1.11:59574,157515,1,1,192,2432,-71,-96,15.105286,19.660266,14.969405,192
2026-07-23T20:55:07.429+05:30,1784820307.429673,192.168.1.11:59574,157516,1,1,192,2432,-71,-96,14.679386,19.018083,14.958664,192
2026-07-23T20:55:07.456+05:30,1784820307.456644,192.168.1.11:59574,157517,1,1,192,2432,-71,-96,14.451200,18.353871,14.940540,192
2026-07-23T20:55:07.466+05:30,1784820307.466007,192.168.1.11:59574,157518,1,1,192,2432,-71,-96,14.302177,18.314526,14.918527,192
2026-07-23T20:55:07.503+05:30,1784820307.503523,192.168.1.11:59574,157519,1,1,192,2432,-70,-96,14.436566,18.165185,14.902462,192
2026-07-23T20:55:07.529+05:30,1784820307.529759,192.168.1.11:59574,157520,1,1,192,2432,-73,-96,14.189103,17.969303,14.879451,192
2026-07-23T20:55:07.563+05:30,1784820307.563923,192.168.1.11:59574,157521,1,1,192,2432,-72,-96,14.204350,18.154143,14.858354,192
2026-07-23T20:55:07.584+05:30,1784820307.584745,192.168.1.11:59574,157522,1,1,192,2432,-72,-96,14.242048,18.120545,14.839678,192
2026-07-23T20:55:07.626+05:30,1784820307.626384,192.168.1.11:59574,157523,1,1,192,2432,-71,-96,13.898397,18.606115,14.811993,192
2026-07-23T20:55:07.668+05:30,1784820307.668761,192.168.1.11:59574,157524,1,1,192,2432,-72,-96,14.192723,18.805612,14.809567,192
2026-07-23T20:55:07.690+05:30,1784820307.690338,192.168.1.11:59574,157525,1,1,192,2432,-72,-96,14.285707,18.539373,14.804620,192
2026-07-23T20:55:07.729+05:30,1784820307.729209,192.168.1.11:59574,157526,1,1,192,2432,-72,-96,14.297027,18.160454,14.812802,192
2026-07-23T20:55:07.756+05:30,1784820307.756466,192.168.1.11:59574,157527,1,1,192,2432,-72,-96,14.121857,17.853571,14.809820,192
2026-07-23T20:55:07.796+05:30,1784820307.796101,192.168.1.11:59574,157528,1,1,192,2432,-73,-96,14.594171,18.671642,14.824472,192
2026-07-23T20:55:07.838+05:30,1784820307.838333,192.168.1.11:59574,157529,1,1,192,2432,-75,-96,14.591069,18.377126,14.857514,192
2026-07-23T20:55:07.850+05:30,1784820307.850738,192.168.1.11:59574,157530,1,1,192,2432,-77,-96,14.257204,18.006075,14.839858,192
2026-07-23T20:55:07.866+05:30,1784820307.866956,192.168.1.11:59574,157531,1,1,192,2432,-76,-96,14.034484,17.822768,14.816847,192
2026-07-23T20:55:07.899+05:30,1784820307.899152,192.168.1.11:59574,157532,1,1,192,2432,-75,-96,13.792200,17.536569,14.532604,192
2026-07-23T20:55:07.932+05:30,1784820307.932599,192.168.1.11:59574,157533,1,1,192,2432,-72,-96,14.094554,18.545973,14.537315,192
2026-07-23T20:55:07.963+05:30,1784820307.963481,192.168.1.11:59574,157534,1,1,192,2432,-70,-96,14.014163,17.982631,14.522367,192
2026-07-23T20:55:07.995+05:30,1784820307.995818,192.168.1.11:59574,157535,1,1,192,2432,-69,-96,13.886222,17.490771,14.530074,192
2026-07-23T20:55:08.044+05:30,1784820308.044281,192.168.1.11:59574,157536,1,1,192,2432,-69,-96,14.554127,17.935068,14.544571,192
2026-07-23T20:55:08.060+05:30,1784820308.060830,192.168.1.11:59574,157537,1,1,192,2432,-69,-96,13.924977,16.987281,14.532905,192
